"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","adjP","Pathway","DEgenesInCat"
"547","R-HSA-75955","0.382","0.7826","5","59","1","RNA Polymerase II Transcription Elongation","POLR2I::POLR2L::EAF2::EAF1::CCNK"
"548","R-HSA-5610780","0.382","0.7826","5","59","1","Degradation of GLI1 by the proteasome","GLI1::PRKACG::PSMD4::UBB::NUMB"
"549","R-HSA-6794362","0.3899","0.7528","7","87","1","Protein-protein interactions at synapses","RTN3::SYT9::SLITRK5::GRIN2A::CASK::SYT7::HOMER2"
"550","R-HSA-447043","0.3925","0.9214","1","7","1","Neurofascin interactions","DCX"
"551","R-HSA-3134963","0.3925","0.9214","1","7","1","DEx H-box helicases activate type I IFN and inflammatory cytokines production ","NFKB2"
"552","R-HSA-112412","0.3925","0.9214","1","7","1","SOS-mediated signalling","GRB2"
"553","R-HSA-9645135","0.3925","0.9214","1","7","1","STAT5 Activation","GRB2"
"554","R-HSA-3323169","0.3925","0.9214","1","7","1","Defects in biotin (Btn) metabolism","BTD"
"555","R-HSA-5652084","0.3925","0.9214","1","7","1","Fructose metabolism","AKR1B1"
"556","R-HSA-435368","0.3925","0.9214","1","7","1","Zinc efflux and compartmentalization by the SLC30 family","SLC30A1"
"557","R-HSA-170984","0.3925","0.9214","1","7","1","ARMS-mediated activation","CRK"
"558","R-HSA-6814848","0.3925","0.9214","1","7","1","Glycerophospholipid catabolism","GDE1"
"559","R-HSA-73943","0.3925","0.9214","1","7","1","Reversal of alkylation damage by DNA dioxygenases","ALKBH3"
"560","R-HSA-8848584","0.3925","0.9214","1","7","1","Wax and plasmalogen biosynthesis","AGPS"
"561","R-HSA-164843","0.3925","0.9214","1","7","1","2-LTR circle formation","PSIP1"
"562","R-HSA-190371","0.3925","0.9214","1","7","1","FGFR3b ligand binding and activation","FGF17"
"563","R-HSA-444473","0.3925","0.9214","1","7","1","Formyl peptide receptors bind formyl peptides and many other ligands","FPR3"
"564","R-HSA-983712","0.3938","0.7101","14","185","1","Ion channel transport","SGK2::CLCN1::ANO4::ANO6::NEDD4L::ASIC1::FXYD3::TRPM4::MCOLN3::WNK1::SLN::UBB::TRPV1::TRPA1"
"565","R-HSA-936440","0.3979","0.8116","3","33","1","Negative regulators of DDX58 IFIH1 signaling","PIN1::UBB::UBA7"
"566","R-HSA-168274","0.3979","0.8116","3","33","1","Export of Viral Ribonucleoproteins from Nucleus","NUP88::NUP133::NUP58"
"567","R-HSA-180746","0.3979","0.8116","3","33","1","Nuclear import of Rev protein","NUP88::NUP133::NUP58"
"568","R-HSA-68962","0.3979","0.8116","3","33","1","Activation of the pre-replicative complex","POLA2::MCM2::CDC6"
"569","R-HSA-2559585","0.3979","0.8116","3","33","1","Oncogene Induced Senescence","TNRC6B::TNRC6C::UBB"
"570","R-HSA-1839126","0.3979","0.8116","3","33","1","FGFR2 mutant receptor activation","POLR2I::POLR2L::FGF17"
"571","R-HSA-420092","0.3979","0.8116","3","33","1","Glucagon-type ligand receptors","GNG5::GNG7::GNG13"
"572","R-HSA-428157","0.4014","0.743","7","88","1","Sphingolipid metabolism","SPTSSB::ALDH3B1::KDSR::SUMF2::CERS2::ARSI::ARSD"
"573","R-HSA-9013695","0.404","0.8454","2","20","1","NOTCH4 Intracellular Domain Regulates Transcription","HEY1::NOTCH4"
"574","R-HSA-1181150","0.404","0.8454","2","20","1","Signaling by NODAL","FOXO3::FURIN"
"575","R-HSA-5654706","0.404","0.8454","2","20","1","FRS-mediated FGFR3 signaling","GRB2::FGF17"
"576","R-HSA-164938","0.404","0.8454","2","20","1","Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters","AP1S3::CD4"
"577","R-HSA-5654720","0.404","0.8454","2","20","1","PI-3K cascade-FGFR4","GRB2::FGF17"
"578","R-HSA-5654719","0.404","0.8454","2","20","1","SHC-mediated cascade-FGFR4","GRB2::FGF17"
"579","R-HSA-5213460","0.404","0.8454","2","20","1","RIPK1-mediated regulated necrosis","UBB::TNFSF10"
"580","R-HSA-5218859","0.404","0.8454","2","20","1","Regulated Necrosis","UBB::TNFSF10"
"581","R-HSA-141405","0.404","0.8454","2","20","1","Inhibition of the proteolytic activity of APC C required for the onset of anaphase by mitotic spindle checkpoint components","CDC26::ANAPC11"
"582","R-HSA-141430","0.404","0.8454","2","20","1","Inactivation of APC C via direct inhibition of the APC C complex","CDC26::ANAPC11"
"583","R-HSA-389948","0.404","0.8454","2","20","1","PD-1 signaling","HLA-DQB2::CD4"
"584","R-HSA-2122947","0.4059","0.7808","4","47","1","NOTCH1 Intracellular Domain Regulates Transcription","HEY1::TBL1X::TLE4::UBB"
"585","R-HSA-418597","0.4059","0.7808","4","47","1","G alpha (z) signalling events","GNG5::GNG7::GNG13::PRKCE"
"586","R-HSA-157858","0.4059","0.7808","4","47","1","Gap junction trafficking and regulation","TUBA1B::TUBA3E::GJB1::GJC2"
"587","R-HSA-1461973","0.4059","0.7808","4","47","1","Defensins","DEFB1::DEFB4A::DEFB123::CD4"
"588","R-HSA-1912408","0.4099","0.7598","5","61","1","Pre-NOTCH Transcription and Translation","TNRC6B::NOTCH4::TNRC6C::H2AC18::H3C12"
"589","R-HSA-1268020","0.4099","0.7598","5","61","1","Mitochondrial protein import","CHCHD4::GRPEL2::ATP5F1A::CHCHD3::CMC2"
"590","R-HSA-1428517","0.4105","0.6987","13","173","1","The citric acid (TCA) cycle and respiratory electron transport","ME3::COX20::COX6C::COX18::LDHA::ND1::NDUFA4::NDUFS4::ATP5F1A::COX16::PDHB::UQCRH::SLC16A3"
"591","R-HSA-3858494","0.4121","0.7061","11","145","1","Beta-catenin independent WNT signaling","DAAM1::TNRC6B::GNG5::GNG7::NFATC1::PARD6A::GNG13::PSMD4::VANGL2::TNRC6C::UBB"
"592","R-HSA-159227","0.4168","0.7972","3","34","1","Transport of the SLBP independent Mature mRNA","NUP88::NUP133::NUP58"
"593","R-HSA-165054","0.4168","0.7972","3","34","1","Rev-mediated nuclear export of HIV RNA","NUP88::NUP133::NUP58"
"594","R-HSA-5663084","0.4168","0.7972","3","34","1","Diseases of carbohydrate metabolism","HYAL1::DCXR::UBB"
"595","R-HSA-4085377","0.4168","0.7972","3","34","1","SUMOylation of SUMOylation proteins","NUP88::NUP133::NUP58"
"596","R-HSA-168638","0.4168","0.7972","3","34","1","NOD1 2 Signaling Pathway","TAB2::MAPK11::UBB"
"597","R-HSA-167287","0.4168","0.7972","3","34","1","HIV elongation arrest and recovery","POLR2I::POLR2L::CCNK"
"598","R-HSA-167290","0.4168","0.7972","3","34","1","Pausing and recovery of HIV elongation","POLR2I::POLR2L::CCNK"
"599","R-HSA-2990846","0.4187","0.6912","13","174","1","SUMOylation","DNMT3B::NR5A2::SIN3A::HNRNPK::NFKB2::NUP88::CDCA8::NUP133::RARA::SP100::TOP2B::NRIP1::NUP58"
"600","R-HSA-73893","0.4217","0.768","4","48","1","DNA Damage Bypass","USP43::UBB::UBA7::PCLAF"
"601","R-HSA-70326","0.4244","0.7231","7","90","1","Glucose metabolism","GCKR::NUP88::PPP2CA::PPP2R1A::PRKACG::NUP133::NUP58"
"602","R-HSA-69473","0.4244","0.7339","6","76","1","G2 M DNA damage checkpoint","YWHAQ::CHEK1::UIMC1::YWHAH::YWHAZ::EXO1"
"603","R-HSA-8849932","0.4284","0.8283","2","21","1","Synaptic adhesion-like molecules","RTN3::GRIN2A"
"604","R-HSA-5620916","0.4284","0.8283","2","21","1","VxPx cargo-targeting to cilium","PKD1::EXOC4"
"605","R-HSA-4641263","0.4284","0.8283","2","21","1","Regulation of FZD by ubiquitination","UBB::ZNRF3"
"606","R-HSA-9008059","0.4284","0.8283","2","21","1","Interleukin-37 signaling","PTPN23::SIGIRR"
"607","R-HSA-5621575","0.4284","0.8283","2","21","1","CD209 (DC-SIGN) signaling","PRKACG::RELB"
"608","R-HSA-389513","0.4284","0.8283","2","21","1","CTLA4 inhibitory signaling","PPP2CA::PPP2R1A"
"609","R-HSA-156588","0.4284","0.8283","2","21","1","Glucuronidation","SLC35D1::UGT1A4"
"610","R-HSA-3296482","0.4284","0.8283","2","21","1","Defects in vitamin and cofactor metabolism","CD320::BTD"
"611","R-HSA-450321","0.4284","0.8283","2","21","1","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1","TAB2::UBB"
"612","R-HSA-901032","0.4284","0.8283","2","21","1","ER Quality Control Compartment (ERQC)","RNF139::UBB"
"613","R-HSA-5654689","0.4284","0.8283","2","21","1","PI-3K cascade-FGFR1","GRB2::FGF17"
"614","R-HSA-140837","0.4284","0.8283","2","21","1","Intrinsic Pathway of Fibrin Clot Formation","F11::C1QBP"
"615","R-HSA-5654688","0.4284","0.8283","2","21","1","SHC-mediated cascade-FGFR1","GRB2::FGF17"
"616","R-HSA-5205685","0.4284","0.8283","2","21","1","Pink Parkin Mediated Mitophagy","MTERF3::UBB"
"617","R-HSA-8935690","0.4284","0.8283","2","21","1","Digestion","CHIA::AMY2B"
"618","R-HSA-196741","0.4284","0.8283","2","21","1","Cobalamin (Cbl, vitamin B12) transport and metabolism","CTRB1::CD320"
"619","R-HSA-1280215","0.4297","0.6249","59","835","1","Cytokine Signaling in Immune system","RANBP9::USP18::GBP4::TNFRSF13C::CRK::CSF2RB::NRG4::RASA3::FOXO3::TAB2::FOS::PTPN23::SAMHD1::NKIRAS2::GRB2::CXCL2::HLA-DQB2::HNRNPF::IFNA6::IFNA8::IFNGR2::IL13::IL13RA1::JAK1::LCN2::SPRED3::MARK3::MTAP::NFKB2::NUP88::OAS3::OPRM1::TRIM17::PDGFRA::PIN1::PPP2CA::PPP2R1A::PPP5C::NUP133::MAPK11::PSMD4::PELI2::PTAFR::SIGIRR::RELB::SP100::TEK::UBB::UBA7::YWHAZ::CANX::H3C12::IL18RAP::FGF17::OSMR::CD4::EIF4A3::NUP58::TRIM14"
"620","R-HSA-162599","0.4316","0.6939","10","133","1","Late Phase of HIV Life Cycle","NEDD4L::CHMP2A::NUP88::FURIN::POLR2I::POLR2L::NUP133::UBB::CCNK::NUP58"
"621","R-HSA-418594","0.4326","0.6446","28","390","1","G alpha (i) signalling events","CDK5::PLB1::METAP1::FPR3::GNG5::GNG7::GRM7::CXCL2::HTR1F::HTR5A::CXCL9::NPY2R::OPRM1::TAS2R10::GNG13::PPBP::PPP2CA::PPP2R1A::NPY4R::PRKACG::SUCNR1::NMUR2::RBP2::RGR::CXCL6::TTR::CASR::GALR3"
"622","R-HSA-3656225","0.4343","0.8998","1","8","1","Defective CHST6 causes MCDC1","FMOD"
"623","R-HSA-8850843","0.4343","0.8998","1","8","1","Phosphate bond hydrolysis by NTPDase proteins","ENTPD8"
"624","R-HSA-3656243","0.4343","0.8998","1","8","1","Defective ST3GAL3 causes MCT12 and EIEE15","FMOD"
"625","R-HSA-446388","0.4343","0.8998","1","8","1","Regulation of cytoskeletal remodeling and cell spreading by IPP complex components","RSU1"
"626","R-HSA-5358493","0.4343","0.8998","1","8","1","Synthesis of diphthamide-EEF2","DPH1"
"627","R-HSA-390696","0.4343","0.8998","1","8","1","Adrenoceptors","ADRA1A"
"628","R-HSA-8963896","0.4343","0.8998","1","8","1","HDL assembly","PRKACG"
"629","R-HSA-5632681","0.4343","0.8998","1","8","1","Ligand-receptor interactions","GAS1"
"630","R-HSA-70921","0.4343","0.8998","1","8","1","Histidine catabolism","CARNS1"
"631","R-HSA-434316","0.4343","0.8998","1","8","1","Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion","GNA14"
"632","R-HSA-2142670","0.4343","0.8998","1","8","1","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)","CYP1B1"
"633","R-HSA-73942","0.4343","0.8998","1","8","1","DNA Damage Reversal","ALKBH3"
"634","R-HSA-419771","0.4343","0.8998","1","8","1","Opsins","RGR"
"635","R-HSA-75158","0.4343","0.8998","1","8","1","TRAIL  signaling","TNFSF10"
"636","R-HSA-174430","0.4343","0.8998","1","8","1","Telomere C-strand synthesis initiation","POLA2"
"637","R-HSA-68952","0.4343","0.8998","1","8","1","DNA replication initiation","POLA2"
"638","R-HSA-448706","0.4343","0.8998","1","8","1","Interleukin-1 processing","NFKB2"
"639","R-HSA-6811555","0.4343","0.8998","1","8","1","PI5P Regulates TP53 Acetylation","PIN1"
"640","R-HSA-5688849","0.4343","0.8998","1","8","1","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)","CSF2RB"
"641","R-HSA-5688890","0.4343","0.8998","1","8","1","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)","CSF2RB"
"642","R-HSA-804914","0.4343","0.8998","1","8","1","Transport of fatty acids","SLC27A6"
"643","R-HSA-72200","0.4343","0.8998","1","8","1","mRNA Editing- C to U Conversion","APOBEC3C"
"644","R-HSA-75094","0.4343","0.8998","1","8","1","Formation of the Editosome","APOBEC3C"
"645","R-HSA-3301854","0.4355","0.7825","3","35","1","Nuclear Pore Complex (NPC) Disassembly","NUP88::NUP133::NUP58"
"646","R-HSA-159230","0.4355","0.7825","3","35","1","Transport of the SLBP Dependant Mature mRNA","NUP88::NUP133::NUP58"
"647","R-HSA-532668","0.4355","0.7825","3","35","1","N-glycan trimming in the ER and Calnexin Calreticulin cycle","RNF139::UBB::CANX"
"648","R-HSA-5663213","0.4355","0.7825","3","35","1","RHO GTPases Activate WASPs and WAVEs","WASF3::GRB2::WASF1"
"649","R-HSA-8956319","0.4355","0.7825","3","35","1","Nucleobase catabolism","NT5C2::SAMHD1::ENTPD8"
"650","R-HSA-442755","0.4358","0.7129","7","91","1","Activation of NMDA receptors and postsynaptic events","TUBA1B::TUBA3E::GRIN2A::PRKAA1::PRKACG::CASK::PPM1F"
"651","R-HSA-380320","0.4358","0.7129","7","91","1","Recruitment of NuMA to mitotic centrosomes","TUBA1B::TUBA3E::DYNC1I2::PPP2R1A::HAUS7::CEP78::CEP135"
"652","R-HSA-1912422","0.4369","0.723","6","77","1","Pre-NOTCH Expression and Processing","TNRC6B::NOTCH4::FURIN::TNRC6C::H2AC18::H3C12"
"653","R-HSA-6811440","0.4374","0.7549","4","49","1","Retrograde transport at the Trans-Golgi-Network","COG2::VPS54::SCOC::NAPA"
"654","R-HSA-606279","0.4374","0.7549","4","49","1","Deposition of new CENPA-containing nucleosomes at the centromere","CENPC::CENPP::CENPH::H2AC18"
"655","R-HSA-774815","0.4374","0.7549","4","49","1","Nucleosome assembly","CENPC::CENPP::CENPH::H2AC18"
"656","R-HSA-421270","0.4375","0.7364","5","63","1","Cell-cell junction organization","CDH6::CTNNA1::CLDN11::PARD6A::PARD3"
"657","R-HSA-1226099","0.4375","0.7364","5","63","1","Signaling by FGFR in disease","GRB2::POLR2I::POLR2L::FGF17::LRRFIP1"
"658","R-HSA-1280218","0.4412","0.617","52","737","1","Adaptive Immune System","MICA::KIF20A::TUBA1B::DCTN6::BTN3A2::BTN3A1::TUBA3E::TRIM9::OSBPL1A::AP1S3::FBXL14::DYNC1I2::TAB2::NEDD4L::CDC26::WSB1::FBXL22::TREML4::GRB2::SH3KBP1::HLA-DQB2::KIF5A::KIR3DL2::KIF22::NFATC1::ANAPC11::PPL::PPP2CA::PPP2R1A::PRKACG::ACTR10::RNF114::CRTAM::TRIM39::PSMD4::PTPRC::RBBP6::FBXW4::UBB::UBA1::UBA7::UBE2G2::YWHAZ::CANX::KLHL22::CD1C::CD4::SPSB4::CD14::SEC24C::CD79A::SEC24D"
"659","R-HSA-3214847","0.4451","0.6955","8","106","1","HATs acetylate histones","TAF6L::MSL3::ELP3::KANSL3::YEATS2::H2AC18::H3C12::ING5"
"660","R-HSA-2559580","0.4472","0.7027","7","92","1","Oxidative Stress Induced Senescence","TNRC6B::FOS::MAPK11::TNRC6C::UBB::H2AC18::H3C12"
"661","R-HSA-3247509","0.4493","0.6495","17","235","1","Chromatin modifying enzymes","SAP18::TAF6L::MSL3::PHF8::NFKB2::ELP3::KANSL3::YEATS2::REST::TBL1X::H2AC18::H3C12::SETDB2::ING5::DPY30::SAP30::MTA2"
"662","R-HSA-4839726","0.4493","0.6495","17","235","1","Chromatin organization","SAP18::TAF6L::MSL3::PHF8::NFKB2::ELP3::KANSL3::YEATS2::REST::TBL1X::H2AC18::H3C12::SETDB2::ING5::DPY30::SAP30::MTA2"
"663","R-HSA-2559582","0.4493","0.712","6","78","1","Senescence-Associated Secretory Phenotype (SASP)","FOS::CDC26::ANAPC11::UBB::H2AC18::H3C12"
"664","R-HSA-9617324","0.4523","0.8106","2","22","1","Negative regulation of NMDA receptor-mediated neuronal transmission","GRIN2A::PPM1F"
"665","R-HSA-392154","0.4523","0.8106","2","22","1","Nitric oxide stimulates guanylate cyclase","GUCY1B1::KCNMA1"
"666","R-HSA-937041","0.4523","0.8106","2","22","1","IKK complex recruitment mediated by RIP1","UBB::CD14"
"667","R-HSA-5655332","0.4523","0.8106","2","22","1","Signaling by FGFR3 in disease","GRB2::FGF17"
"668","R-HSA-8853338","0.4523","0.8106","2","22","1","Signaling by FGFR3 point mutants in cancer","GRB2::FGF17"
"669","R-HSA-9033658","0.4523","0.8106","2","22","1","Blood group systems biosynthesis","FUT9::FUT10"
"670","R-HSA-5654712","0.4523","0.8106","2","22","1","FRS-mediated FGFR4 signaling","GRB2::FGF17"
"671","R-HSA-9609523","0.4523","0.8106","2","22","1","Insertion of tail-anchored proteins into the endoplasmic reticulum membrane","CYB5A::STX5"
"672","R-HSA-8862803","0.4523","0.8106","2","22","1","Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models","CDK5::FOXO3"
"673","R-HSA-8863678","0.4523","0.8106","2","22","1","Neurodegenerative Diseases","CDK5::FOXO3"
"674","R-HSA-166663","0.4523","0.8106","2","22","1","Initial triggering of complement","COLEC10::MASP2"
"675","R-HSA-373752","0.453","0.7417","4","50","1","Netrin-1 signaling","ABLIM3::MAPK11::NTN4::ABLIM2"
"676","R-HSA-177243","0.4539","0.7676","3","36","1","Interactions of Rev with host cellular proteins","NUP88::NUP133::NUP58"
"677","R-HSA-5579029","0.4539","0.7676","3","36","1","Metabolic disorders of biological oxidation enzymes","CYP1B1::SLC35D1::UGT1A4"
"678","R-HSA-6804757","0.4539","0.7676","3","36","1","Regulation of TP53 Degradation","PPP2CA::PPP2R1A::UBB"
"679","R-HSA-76046","0.4539","0.7676","3","36","1","RNA Polymerase III Transcription Initiation","POLR3F::POLR3H::POLR2L"
"680","R-HSA-381119","0.4586","0.6924","7","93","1","Unfolded Protein Response (UPR)","CTDSP2::DDX11::DCP2::EXOSC7::ATF4::NFYB::EXOSC5"
"681","R-HSA-1483257","0.4619","0.6436","15","208","1","Phospholipid metabolism","CHAT::OSBPL5::PLA2G4E::PLB1::PLA2G2E::PNPLA8::GDE1::STARD7::LPCAT1::PITPNM3::PIP5K1A::MIGA2::MTMR3::MTMR4::PCYT1B"
"682","R-HSA-163200","0.4629","0.6716","9","122","1","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","COX20::COX6C::COX18::ND1::NDUFA4::NDUFS4::ATP5F1A::COX16::UQCRH"
"683","R-HSA-112316","0.4635","0.6136","29","410","1","Neuronal System","RTN3::TUBA1B::CPLX1::CHAT::TUBA3E::SYT9::HTR3D::ARHGEF9::GRIP1::SLITRK5::GNG5::GNG7::GRIN2A::KCNJ1::KCNMA1::KCNN3::KCNQ1::GNG13::SLC38A2::PRKAA1::PRKACG::SLC6A13::CACNA1B::SYN3::CASK::SYT7::KCNQ4::HOMER2::PPM1F"
"684","R-HSA-73856","0.4649","0.7124","5","65","1","RNA Polymerase II Transcription Termination","RNPS1::SNRPD3::SNRPF::U2AF1::EIF4A3"
"685","R-HSA-9006931","0.4649","0.6294","19","266","1","Signaling by Nuclear Receptors","FKBP4::FOXO3::TNRC6B::FOS::NR5A2::GNG5::GNG7::PDHB::GNG13::POLR2I::POLR2L::PPP5C::TNRC6C::RARA::TBL1X::NRIP1::H2AC18::H3C12::ABCG1"
"686","R-HSA-383280","0.4684","0.7284","4","51","1","Nuclear Receptor transcription pathway","NR5A2::HNF4G::RARA::NR1D1"
"687","R-HSA-446652","0.4692","0.6592","10","137","1","Interleukin-1 family signaling","TAB2::PTPN23::NKIRAS2::IL13::NFKB2::PSMD4::PELI2::SIGIRR::UBB::IL18RAP"
"688","R-HSA-176187","0.4721","0.7524","3","37","1","Activation of ATR in response to replication stress","CHEK1::MCM2::CDC6"
"689","R-HSA-6806003","0.4721","0.7524","3","37","1","Regulation of TP53 Expression and Degradation","PPP2CA::PPP2R1A::UBB"
"690","R-HSA-8955332","0.4721","0.7524","3","37","1","Carboxyterminal post-translational modifications of tubulin","TUBA1B::TUBA3E::AGBL4"
"691","R-HSA-77289","0.4721","0.7524","3","37","1","Mitochondrial Fatty Acid Beta-Oxidation","DBI::DECR1::MCEE"
"692","R-HSA-3299685","0.4721","0.7524","3","37","1","Detoxification of Reactive Oxygen Species","GPX6::NUDT2::NOX5"
"693","R-HSA-2428933","0.4732","0.8769","1","9","1","SHC-related events triggered by IGF1R","GRB2"
"694","R-HSA-1483115","0.4732","0.8769","1","9","1","Hydrolysis of LPC","PLA2G4E"
"695","R-HSA-426486","0.4732","0.8769","1","9","1","Small interfering RNA (siRNA) biogenesis","TARBP2"
"696","R-HSA-9617629","0.4732","0.8769","1","9","1","Regulation of FOXO transcriptional activity by acetylation","FOXO3"
"697","R-HSA-9029558","0.4732","0.8769","1","9","1","NR1H2 & NR1H3 regulate gene expression linked to lipogenesis","NRIP1"
"698","R-HSA-399997","0.4732","0.8769","1","9","1","Acetylcholine regulates insulin secretion","GNA14"
"699","R-HSA-9010642","0.4732","0.8769","1","9","1","ROBO receptors bind AKAP5","PRKACG"
"700","R-HSA-2142816","0.4732","0.8769","1","9","1","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)","CYP1B1"
"701","R-HSA-2179392","0.4732","0.8769","1","9","1","EGFR Transactivation by Gastrin","GRB2"
"702","R-HSA-112411","0.4732","0.8769","1","9","1","MAPK1 (ERK2) activation","JAK1"
"703","R-HSA-198693","0.4732","0.8769","1","9","1","AKT phosphorylates targets in the nucleus","FOXO3"
"704","R-HSA-8983711","0.4732","0.8769","1","9","1","OAS antiviral response","OAS3"
"705","R-HSA-193634","0.4732","0.8769","1","9","1","Axonal growth inhibition (RHOA activation)","LINGO1"
"706","R-HSA-8985947","0.4732","0.8769","1","9","1","Interleukin-9 signaling","JAK1"
"707","R-HSA-1253288","0.4732","0.8769","1","9","1","Downregulation of ERBB4 signaling","UBB"
"708","R-HSA-8948747","0.4732","0.8769","1","9","1","Regulation of PTEN localization","UBB"
"709","R-HSA-164940","0.4732","0.8769","1","9","1","Nef mediated downregulation of MHC class I complex cell surface expression","AP1S3"
"710","R-HSA-167590","0.4732","0.8769","1","9","1","Nef Mediated CD4 Down-regulation","CD4"
"711","R-HSA-162592","0.4732","0.8769","1","9","1","Integration of provirus","PSIP1"
"712","R-HSA-2562578","0.4732","0.8769","1","9","1","TRIF-mediated programmed cell death","CD14"
"713","R-HSA-8849469","0.4732","0.8769","1","9","1","PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1","UBB"
"714","R-HSA-4755510","0.4732","0.8769","1","9","1","SUMOylation of immune response proteins","NFKB2"
"715","R-HSA-3785653","0.4732","0.8769","1","9","1","Myoclonic epilepsy of Lafora","UBB"
"716","R-HSA-1462054","0.4732","0.8769","1","9","1","Alpha-defensins","CD4"
"717","R-HSA-72202","0.4739","0.6898","6","80","1","Transport of Mature Transcript to Cytoplasm","RNPS1::NUP88::NUP133::U2AF1::EIF4A3::NUP58"
"718","R-HSA-2173795","0.4756","0.7926","2","23","1","Downregulation of SMAD2 3-SMAD4 transcriptional activity","NEDD4L::UBB"
